question,answer,original_question,original_answer,quality_score_q,quality_score_a,avg_quality,language,category
Kodi chiwongola dzanja ndi chiani?,"Mlingo wa chiwongola dzanja ndi mtengo wobwereka ndalama, akuwonetsedwa ngati ngongole ya ngongole chaka chilichonse. [Zoyambitsa: IMF]",What is an interest rate?,"An interest rate is the cost of borrowing money, shown as a percentage of the loan each year. [Source: IMF]",0.88,0.9,0.89,Chichewa,Credit & Loans
Kodi apr ndi chiyani?,APR (kuchuluka kwa pachaka) kumaphatikizapo zolipiritsa kuphatikiza kuwonetsa mtengo wowoneka bwino pachaka. [Dzuwa: Ogwiritsa Ntchito Ogula],What is APR?,APR (Annual Percentage Rate) includes the interest rate plus fees to show the true yearly cost of a loan. [Source: Consumer Protection Authority],0.8,0.24545454545454545,0.5227272727272727,Chichewa,Credit & Loans
Kodi kubweza ngongole kumagwira ntchito bwanji?,Kubwezeretsanso kwanyengo kumawonetsa kuchuluka ndipo masiku omwe amabwezeranso ndi chidwi pakapita nthawi. [Gwero: CGAPE],How do loan repayment schedules work?,Repayment schedules show amounts and dates to repay principal and interest over time. [Source: CGAP],0.19999999999999998,0.3571428571428571,0.2785714285714285,Chichewa,Credit & Loans
Kodi microovoan ndi chiani?,"Ma microloan ndi ngongole yaying'ono, nthawi zambiri kwa ogonana kapena mabizinesi ang'onoang'ono, nthawi zambiri amakhala ndi mawu achidule. [Gwero: Wonjezerani / IF.]",What is a microloan?,"A microloan is a small loan, often for entrepreneurs or small businesses, usually with short terms. [Source: Grameen/IFC]",0.44999999999999996,0.85,0.6499999999999999,Chichewa,Credit & Loans
Kodi kusakhazikika kumatanthauza chiyani?,Kusasintha kumachitika pamene wobwereketsa amalephera kupereka ndalama zomwe avomerezedwa. [Gwero: banki World],What does default mean?,Default happens when a borrower fails to make the agreed loan payments. [Source: World Bank],0.6499999999999999,0.6,0.625,Chichewa,Credit & Loans
Kodi ndingapeze ngongole?,"Ngongole zambiri zimalola kuyikapo, koma yang'anani ndalama zolipirira musanalame koyambirira. [Dzuwa: Ogwiritsa Ntchito Ogula]",Can I prepay a loan?,"Many loans allow prepayment, but check for prepayment fees before paying early. [Source: Consumer Protection Authority]",0.6799999999999999,0.42250000000000004,0.55125,Chichewa,Credit & Loans
Kodi ngongole ndi chiyani?,Ngongole yobwereketsa ndi kutalika kwa nthawi yomwe muyenera kubweza ngongole. [Dzuwa: Chitsogozo cha banki],What is loan tenure?,Loan tenure is the length of time you have to repay a loan. [Source: Bank guidance],0.3,0.85,0.575,Chichewa,Credit & Loans
Kodi guarantir ndi chiyani?,Woyang'anira amalonjeza kuti abweze ngongole ngati wobwereketsa sangathe; Sankhani wina amene amamvetsetsa zoopsa. [Gwero: CGAPE],What is a guarantor?,A guarantor promises to repay the loan if the borrower cannot; choose someone who understands the risks. [Source: CGAP],0.6499999999999999,0.8941176470588235,0.7720588235294117,Chichewa,Credit & Loans
Kodi ndingatani kuti ndikhale ndi ngongole yanga?,"Sungani mbiri yabwino, onetsani ndalama zokhazikika, muzipanga ndalama, ndikupewa ngongole zambiri zomwe zilipo. [Gwero: banki World]",How can I improve my chances of getting a loan?,"Keep good records, show steady income, build savings, and avoid too much existing debt. [Source: World Bank]",0.64,0.5929411764705883,0.6164705882352941,Chichewa,Credit & Loans
Kodi kubwereketsa kumagulu ndi chiyani?,Kubwereketsa kwa gulu kumalola mamembala kuti abwereke monga gulu ndikugawana udindo wobwezera. [Gwero: Mabuku a ndalama zazing'ono],What is group lending?,Group lending allows members to borrow as a group and share responsibility for repayment. [Source: Microfinance literature],0.8,0.8450000000000001,0.8225,Chichewa,Credit & Loans
Kodi Mozimiya Ngongole Ndi Chiyani?,"Wootata ya nthawi yayitali amaimitsa kubweza ngongole, nthawi zambiri pamavuto; Chidwi chikhozabebe. [Dzuwa: Chitsogozo cha banki banki]",What is a loan moratorium?,"A moratorium temporarily suspends loan repayments, often during crises; interest may still accrue. [Source: Central Bank guidance]",0.64,0.4784313725490196,0.5592156862745098,Chichewa,Credit & Loans
Kodi mbiri yosavomerezeka ndi chiyani?,Ngongole yosasungidwa ndi ngongole popanda mgwirizano ndipo nthawi zambiri zimakhala ndi chiwongola dzanja chachikulu. [Zoyambitsa: IMF],What is unsecured credit?,Unsecured credit is a loan with no collateral and usually higher interest rates. [Source: IMF],0.3,0.56,0.43000000000000005,Chichewa,Credit & Loans
Kodi ngongole yotetezedwa ndi chiyani?,"Ngongole yotetezedwa imathandizidwa ndi mgwirizano, nthawi zambiri kupereka chiwongola dzanja chochepa. [Gwero: banki World]",What is secured credit?,"Secured credit is backed by collateral, often giving lower interest rates. [Source: World Bank]",0.44999999999999996,0.6257142857142857,0.5378571428571428,Chichewa,Credit & Loans
N'chifukwa Chiyani Kufanizira Ngongole?,Kuyerekeza zopereka kumakuthandizani kupeza mtengo wotsika kwambiri komanso mawu abwino kwambiri pazomwe mungachite. [Dzuwa: Ogwiritsa Ntchito Ogula],Why compare loan offers?,Comparing offers helps you find the lowest cost and best terms for your situation. [Source: Consumer Protection Authority],0.7,0.39999999999999997,0.5499999999999999,Chichewa,Credit & Loans
Upangiri ndi chiyani?,Upangiri wa Ufulu umakuthandizani kuthana ndi ngongole ndikukonzekera kuti alangizi ophunzitsidwa. [Gwero: NGO / OGWIRA NTCHITO],What is credit counseling?,Credit counseling helps you manage debt and plan repayments with trained advisors. [Source: NGO/Consumer services],0.3,0.4,0.35,Chichewa,Credit & Loans
Kodi bungwe la ndalama zazing'ono (MFI) ndi liti?,MFI imapereka ngongole zazing'ono ndi ntchito zazachuma kuti zisawonongeke. [Gwero: CGAPE],What is a microfinance institution (MFI)?,An MFI provides small loans and financial services to underserved people. [Source: CGAP],1.0,0.8153846153846154,0.9076923076923077,Chichewa,Credit & Loans
Kodi ndalama zolipirira zolipira zimagwira bwanji ntchito?,Malipiro am'mbuyo amalipidwa pamene ndalama zasowa; Zimawonjezera mtengo wanu wonse komanso mbiri yakale ya ngongole. [Gwero: Chitsogozo Chitetezo cha Ogula],How do late payment fees work?,Late fees are charged when payments are missed; they increase your total cost and harm credit history. [Source: Consumer protection guidance],0.7,0.5366666666666666,0.6183333333333333,Chichewa,Credit & Loans
Kodi kubwezeretsa ngongole ndi chiyani?,Kubwezeretsa kumasintha ngongole za ngongole ngati miyala kapena zolipira kuthandiza obwereketsa kubweza. [Zolimbikitsa: banki / Wothandizira],What is loan restructuring?,Restructuring changes loan terms like tenure or payments to help borrowers repay. [Source: Bank/Regulator],0.3,0.5771428571428572,0.4385714285714286,Chichewa,Credit & Loans
Ndikamapewa kubwereka?,Pewani kubwereka ndalama zolipirira tsiku ndi tsiku ngati sungabweze; Gwiritsani ntchito ngongole zogulitsa kapena zofunikira zomwe mungakwaniritse. [Zolimbikitsa: Maphunziro azachuma],When should I avoid borrowing?,Avoid borrowing for everyday expenses if you cannot repay; use loans for investments or urgent needs you can cover. [Source: Financial education NGOs],0.88,0.3142857142857143,0.5971428571428572,Chichewa,Credit & Loans
Kodi inshuwaransi ndi chiyani?,Inshuwaransi imasamutsa mtengo wa chiopsezo kwa inshuwaransi pobweza ndalama zotchedwa ndalama. [Gwero: World banki / IIIS],What is insurance?,Insurance transfers the cost of risk to an insurer in return for regular payments called premiums. [Source: World Bank/IAIS],1.0,0.48070175438596496,0.7403508771929825,Chichewa,Insurance & Risk
Kodi ndalama ndi chiyani?,"Ndalama ndi ndalama zomwe mumalipira, nthawi zambiri mumalipira pamwezi kapena chaka chilichonse, chifukwa cha inshuwaransi. [Gwero: Malangizo Ofowoka]",What is a premium?,"A premium is the amount you pay, often monthly or yearly, for an insurance policy. [Source: Insurer guidance]",0.5,0.5666666666666667,0.5333333333333333,Chichewa,Insurance & Risk
Chodzinenera ndi chiyani?,Kudzinenera kuti kukupemphani kuti mupange inshuwaransi yanu kuti mulipire. [Source: Wothandizira inshuwaransi],What is a claim?,A claim is a request you make to your insurer to pay for a covered loss. [Source: Insurance regulator],0.6499999999999999,0.5,0.575,Chichewa,Insurance & Risk
Kodi Zolemba Zotani?,Zolemba ndi momwe ma inshuwaririre angasankhire mtengo ndi kupezeka. [Dusgion: Makampani a inshuwaransi],What is underwriting?,Underwriting is how insurers assess risk to decide price and coverage. [Source: Insurance industry],0.4,0.37142857142857144,0.38571428571428573,Chichewa,Insurance & Risk
Kodi inshuwaransi ya mphiro ndi chiyani?,Inshuwaransi ya mbewu imathandizira alimi akutayika kuchokera ku nyengo kapena tizirombo tothera. [Zowonjezera: Kuchulukitsa / IFC],What is crop insurance?,Crop insurance helps farmers cover losses from weather or pests for a fee. [Source: Agricultural extension/IFC],0.85,0.5,0.675,Chichewa,Insurance & Risk
Kodi oyeserera ndi chiyani?,Ntchito yoyeserera imagwiritsa ntchito deta kuti iwerengere mitengo yabwino ya inshuwaransi ndi nkhokwe. [Dusgion: Makampani a inshuwaransi],What is actuarial?,Actuarial work uses data to calculate fair insurance prices and reserves. [Source: Insurance industry],0.6,0.7230769230769231,0.6615384615384615,Chichewa,Insurance & Risk
Kodi Co-Labirani mu inshuwaransi yaumoyo ndi chiyani?,Kulipira ndalama ndi ndalama zokhazikika zomwe mumalipira mukalandira chithandizo chamankhwala. [Gwero: Atsogoleri a inshuwaransi azachipatala],What is co-pay in health insurance?,A co-pay is a fixed amount you pay when receiving a medical service. [Source: Health insurer guides],1.0,0.6399999999999999,0.82,Chichewa,Insurance & Risk
Kodi inshuwaransi ya moyo ndi chiyani?,Inshuwaransi ya moyo imapereka phindu kwa odalira anu ngati mumwalira nthawi ya ndalama. [Gwero: Malangizo Ofowoka],What is life insurance?,Life insurance pays a benefit to your dependents if you die during the policy term. [Source: Insurer guidance],1.0,0.7666666666666667,0.8833333333333333,Chichewa,Insurance & Risk
Kodi inshuwaransi ya inshuwaransi yani?,"Inshuwaransi Inshuwaransi imalipira mukakhala ndi vuto ngati mvula kapena zokolola zimagwera pansi pa zomwe zimayambitsa, kupewa kuwunika kwa munthu. [Zoyambitsa: IFAD / IFC]",How does index insurance work?,"Index insurance pays when an index like rainfall or yield falls below a trigger, avoiding individual loss assessment. [Source: IFAD/IFC]",0.52,0.6210526315789474,0.5705263157894738,Chichewa,Insurance & Risk
Chifukwa chiyani werengani mfundo?,Zolemba zomwe inshuwaransi sizingafanane. kuwadziwa kuti apewe zodabwitsa. [Source: Wothandizira inshuwaransi],Why read policy exclusions?,Exclusions list what the insurer will not cover; know them to avoid surprises at claim time. [Source: Insurance regulator],0.3,0.3894736842105263,0.3447368421052631,Chichewa,Insurance & Risk
Kodi ndingayambe bwanji kupulumutsa bizinesi yanga?,"Kupatula ndalama ndi ndalama zanu, khalani ndi zolinga zazing'ono, ndikusunga mbiri yosavuta ya ndalama ndi ndalama. [Zogwedetsa: SM Mtsogoleri]",How can I start saving for my business?,"Separate business and personal money, set small goals, and keep a simple record of income and expenses. [Source: SME guides]",0.925,0.6666666666666667,0.7958333333333334,Chichewa,Small Business & Farming Finance
Kodi likulu la ntchito ndi chiyani?,Likulu logwirira ntchito ndi ndalama zomwe bizinesi imafunikira kuyendetsa tsiku ndi tsiku ngati kugula ndi zolipira. [Sourcen: SMORIST atsogoleri a ndalama],What is working capital?,Working capital is the money a business needs to run daily operations like buying stock and paying staff. [Source: SME finance guides],0.6499999999999999,0.6727272727272727,0.6613636363636364,Chichewa,Small Business & Farming Finance
Kodi alimi angapeze bwanji ngongole?,"Alimi amatha kugwiritsa ntchito njira, ndalama zazing'ono, kapena ngongole za Agri yomwe imawoneka ngati ndalama. [Gwero: Fao / IFAD]",How can farmers access credit?,"Farmers may use cooperatives, microfinance, or agri-loans that consider seasonal income. [Source: FAO/IFAD]",0.88,0.5897435897435896,0.7348717948717949,Chichewa,Small Business & Farming Finance
Kodi Managemerogesicturery?,"Makina oyang'anira oyang'anira amatenga kusowa komanso zinyalala, kukonza ndalama kutuluka. [Gwero: Maphunziro a Bizinesi]",What is inventory management?,"Inventory management tracks stock to avoid shortages and waste, improving cash flow. [Source: Business training]",0.2,0.4,0.30000000000000004,Chichewa,Small Business & Farming Finance
Kodi ndimalipira bwanji?,"Kuwerengera ndalama, onjezerani malire abwino, ndipo yang'anani mitengo yamisika kuti ipange mtengo wopikisana. [Source: SMCARKIT]",How do I price my product or service?,"Calculate costs, add a fair margin, and check local market prices to set a competitive price. [Source: SME toolkit]",0.425,0.5666666666666667,0.49583333333333335,Chichewa,Small Business & Farming Finance
Kodi pulani ya bizinesi ndi iti?,"Dongosolo la bizinesi limafotokoza zomwe bizinesi yanu ingachite, ipanga momwe ingapangire ndalama, komanso momwe zikuyenera kuyamba. [Gwero: SM SMTOMCE]",What is a business plan?,"A business plan explains what your business will do, how it will make money, and how much it needs to start. [Source: SME guidance]",1.0,0.8200000000000001,0.91,Chichewa,Small Business & Farming Finance
Kodi ndingasungitse bwanji ndalama zambiri?,Gwiritsani ntchito ndalama zozama kapena ndalama zazifupi kuti muyike ndalama pambali pa nyengo zodetsa ndi kubzala. [Zolimbikitsa: Kuchulukira kwa ulimi],How can I save for seasonal expenses?,Use sinking funds or short-term savings to set money aside for slow seasons and planting. [Source: Agricultural extension],0.5428571428571428,0.23333333333333334,0.38809523809523805,Chichewa,Small Business & Farming Finance
Kodi Kusanthula Kwa Mtengo Ndi Chiyani?,Imayerekezera phindu lomwe lingachitike chifukwa cha ndalama zake kuti athandizire kusankha zopindulitsa. [Gwero: Maphunziro a Bizinesi],What is cost-benefit analysis?,It compares the expected benefits of a decision to its costs to help choose profitable actions. [Source: Business training],0.6499999999999999,0.4,0.5249999999999999,Chichewa,Small Business & Farming Finance
Kodi Ndingatani Kuti Ndizigwiritsa Ntchito Ndalama Kutuluka?,"Phatikizani ndalama zolipira, sinthani ndalama zosafunikira, ndipo yang'anani ndalama zazifupi ngati zochulukirapo. [Zogwedetsa: SM Mtsogoleri]",How can I manage cash flow shortages?,"Negotiate payment terms, reduce non-essential spending, and look for short-term finance like overdrafts. [Source: SME guides]",0.7428571428571429,0.47500000000000003,0.6089285714285715,Chichewa,Small Business & Farming Finance
Chifukwa Chiyani Tiyenera Kusunga Mabizinesi?,"Zolemba zimakuthandizani kutsatira phindu, perekani misonkho molondola, ndikulemba ngongole. [Gwero: Mphamvu zaulamuliro wa msonkho]",Why keep business records?,"Records help you track profits, pay taxes correctly, and apply for loans. [Source: Tax authority guidance]",0.7,0.575,0.6375,Chichewa,Small Business & Farming Finance
Kodi Kusiyanitsa Ndi Chiyani?,Kusintha kwamphamvu kumatanthauza kufalitsa ndalama pazambiri zoti muchepetse ngozi. [Zogwedetsa: IFC / Zowongolera],What is diversification?,Diversification means spreading money across several investments to reduce risk. [Source: IFC/Investing guides],0.6,0.45641025641025634,0.5282051282051281,Chichewa,Investing basics
Kodi katundu ndi chiyani?,Katundu umayimira gawo limodzi ndipo amatha kulipira ndalama kapena kusintha mtengo. [Duwerutsani: Kuwononga Ndalama],What is a stock?,A stock represents a share in a company and may pay dividends or change in value. [Source: Investing primers],0.5,0.22499999999999998,0.3625,Chichewa,Investing basics
Kodi chomangira ndi chiyani?,Chomangira ndi ngongole yomwe mumapereka ku boma kapena kampani yomwe imalipira chiwongola dzanja. [Duwerutsani: Kuwononga Ndalama],What is a bond?,A bond is a loan you give to a government or company that pays interest over time. [Source: Investing primers],0.6499999999999999,0.6666666666666666,0.6583333333333332,Chichewa,Investing basics
